X,Y,Z,phase_id,diameter,density,U,V,W,usr_var1
-0.0285063,-0.0905845,-0.05319501,1,0.01,1000,0,0,0,1
-0.01602274,-0.08568396,-0.06110495,1,0.01,1000,0,0,0,1
0.01735198,-0.09340245,-0.04907133,1,0.01,1000,0,0,0,1
0.02571585,-0.09140628,-0.04415417,1,0.01,1000,0,0,0,1
0.02573113,-0.09144057,-0.03408855,1,0.01,1000,0,0,0,1
-0.01740715,-0.09335725,-0.054338,1,0.01,1000,0,0,0,1
-0.0088771,-0.09460522,-0.05929571,1,0.01,1000,0,0,0,1
0.00883644,-0.09463333,-0.04405838,1,0.01,1000,0,0,0,1
0.01736534,-0.09338418,-0.03909038,1,0.01,1000,0,0,0,1
0.02584563,-0.09137435,-0.02413453,1,0.01,1000,0,0,0,1
-0.0270953,-0.0911276,-0.043342,1,0.01,1000,0,0,0,1
-0.01745113,-0.09339438,-0.0444177,1,0.01,1000,0,0,0,1
0.00885944,-0.09467481,-0.03408934,1,0.01,1000,0,0,0,1
0.01824407,-0.08470697,-0.02415089,1,0.01,1000,0,0,0,1
0.02596647,-0.09140839,-0.01415102,1,0.01,1000,0,0,0,1
-0.02780638,-0.09085424,-0.0230204,1,0.01,1000,0,0,0,1
-0.01932762,-0.09300834,-0.02772493,1,0.01,1000,0,0,0,1
0.00029639,-0.09498494,-0.02896118,1,0.01,1000,0,0,0,1
-0.00559087,-0.0876267,-0.02358076,1,0.01,1000,0,0,0,1
-0.00546477,-0.09475472,-0.01417702,1,0.01,1000,0,0,0,1
0.00920157,-0.08622469,-0.02890284,1,0.01,1000,0,0,0,1
0.01752539,-0.09333206,-0.01908573,1,0.01,1000,0,0,0,1
0.02590758,-0.09139805,-0.00405301,1,0.01,1000,0,0,0,1
-0.02254032,-0.09226384,-0.0146711,1,0.01,1000,0,0,0,1
-0.02344601,-0.09203832,-0.00440544,1,0.01,1000,0,0,0,1
-0.01575324,-0.0936451,0.00163324,1,0.01,1000,0,0,0,2
-0.00694367,-0.09470872,-0.00280903,1,0.01,1000,0,0,0,1
-0.00497149,-0.0855222,0.00047948,1,0.01,1000,0,0,0,2
0.01062169,-0.09444052,-0.00268964,1,0.01,1000,0,0,0,1
0.02055537,-0.08309429,-0.01432853,1,0.01,1000,0,0,0,1
0.01886038,-0.09313893,0.00278848,1,0.01,1000,0,0,0,2
-0.02449014,-0.09173129,0.00606055,1,0.01,1000,0,0,0,2
-0.01633398,-0.09352955,0.01155391,1,0.01,1000,0,0,0,2
-0.00763485,-0.09471149,0.01705889,1,0.01,1000,0,0,0,2
-0.00248637,-0.08600151,0.01973491,1,0.01,1000,0,0,0,2
0.00712017,-0.0946505,0.02991808,1,0.01,1000,0,0,0,2
0.01001229,-0.0944521,0.00723941,1,0.01,1000,0,0,0,2
0.00855038,-0.08596495,0.00216699,1,0.01,1000,0,0,0,2
0.01830444,-0.0932473,0.01272446,1,0.01,1000,0,0,0,2
-0.01962115,-0.09298005,0.02086967,1,0.01,1000,0,0,0,2
-0.00272783,-0.09494121,0.03138149,1,0.01,1000,0,0,0,2
0.00099868,-0.0859829,0.02904619,1,0.01,1000,0,0,0,2
0.00954116,-0.09456249,0.01716222,1,0.01,1000,0,0,0,2
0.0263269,-0.09123297,0.01833566,1,0.01,1000,0,0,0,2
-0.02007988,-0.0928544,0.03082869,1,0.01,1000,0,0,0,2
-0.01130069,-0.09424895,0.02632066,1,0.01,1000,0,0,0,2
0.00923304,-0.0860431,0.03469597,1,0.01,1000,0,0,0,2
0.01563716,-0.09364838,0.02488646,1,0.01,1000,0,0,0,2
0.0247006,-0.09164461,0.02828152,1,0.01,1000,0,0,0,2
-0.02085717,-0.08523294,0.04502103,1,0.01,1000,0,0,0,2
-0.00888401,-0.08948842,0.03690298,1,0.01,1000,0,0,0,2
0.0088566,-0.09464406,0.04959708,1,0.01,1000,0,0,0,2
0.008851,-0.094649,0.03969834,1,0.01,1000,0,0,0,2
0.0173368,-0.09339072,0.03469778,1,0.01,1000,0,0,0,2
-0.02479896,-0.09167292,0.05685879,1,0.01,1000,0,0,0,2
-0.01089425,-0.08492284,0.04552696,1,0.01,1000,0,0,0,2
0.00887596,-0.09466412,0.05953141,1,0.01,1000,0,0,0,2
0.01738178,-0.09335224,0.05459207,1,0.01,1000,0,0,0,2
0.01742648,-0.09340378,0.0446577,1,0.01,1000,0,0,0,2
-0.00887141,-0.0946578,0.04538243,1,0.01,1000,0,0,0,2
-0.00887405,-0.09458212,0.05531207,1,0.01,1000,0,0,0,2
0.00238249,-0.09489509,0.06706793,1,0.01,1000,0,0,0,2
0.01217347,-0.09420493,0.06893932,1,0.01,1000,0,0,0,2
0.02196547,-0.09235924,0.06860769,1,0.01,1000,0,0,0,2
-0.01873792,-0.09314034,0.06908755,1,0.01,1000,0,0,0,2
-0.01579556,-0.08944834,0.06031651,1,0.01,1000,0,0,0,2
0.00880434,-0.08603574,0.06437387,1,0.01,1000,0,0,0,2
0.01640857,-0.09350658,0.07795289,1,0.01,1000,0,0,0,2
0.02618459,-0.09127411,0.07759298,1,0.01,1000,0,0,0,2
-0.02839898,-0.09066565,0.08637508,1,0.01,1000,0,0,0,2
-0.01874098,-0.09312864,0.08637387,1,0.01,1000,0,0,0,2
-0.01015808,-0.08704841,0.07150726,1,0.01,1000,0,0,0,2
-0.00889749,-0.09464873,0.06524815,1,0.01,1000,0,0,0,2
-0.00021853,-0.08610489,0.0710392,1,0.01,1000,0,0,0,2
0.00497202,-0.094791,0.0771864,1,0.01,1000,0,0,0,2
0.02132429,-0.09247502,0.08659109,1,0.01,1000,0,0,0,2
0.03102376,-0.08973105,0.08619163,1,0.01,1000,0,0,0,2
-0.02359341,-0.0919315,0.09501921,1,0.01,1000,0,0,0,2
-0.01381277,-0.09393114,0.09501713,1,0.01,1000,0,0,0,2
-0.00887709,-0.09461785,0.08636761,1,0.01,1000,0,0,0,2
-0.00389895,-0.09486833,0.0950186,1,0.01,1000,0,0,0,2
0.0002303,-0.08582728,0.09501476,1,0.01,1000,0,0,0,2
0.01102986,-0.09430773,0.08633162,1,0.01,1000,0,0,0,2
0.01602435,-0.09354653,0.09500081,1,0.01,1000,0,0,0,2
0.0265758,-0.09125205,0.09500579,1,0.01,1000,0,0,0,2
-0.04374001,-0.08442067,-0.09503974,1,0.01,1000,0,0,0,1
-0.03746849,-0.08728583,-0.08787422,1,0.01,1000,0,0,0,1
-0.03109206,-0.08969446,-0.09506194,1,0.01,1000,0,0,0,1
-0.0215271,-0.09247154,-0.09503463,1,0.01,1000,0,0,0,1
-0.00548323,-0.08638349,-0.09501405,1,0.01,1000,0,0,0,1
-0.00045878,-0.08464257,-0.08655386,1,0.01,1000,0,0,0,1
0.01227007,-0.07763881,-0.08577833,1,0.01,1000,0,0,0,1
0.01971897,-0.08417405,-0.08663005,1,0.01,1000,0,0,0,1
0.0321122,-0.0813601,-0.08845093,1,0.01,1000,0,0,0,1
0.03961668,-0.08086799,-0.09502533,1,0.01,1000,0,0,0,1
0.04163545,-0.0852968,-0.08630813,1,0.01,1000,0,0,0,1
0.04958701,-0.08090529,-0.08215007,1,0.01,1000,0,0,0,1
-0.04198272,-0.08510967,-0.07930687,1,0.01,1000,0,0,0,1
-0.032892,-0.08912455,-0.07922393,1,0.01,1000,0,0,0,1
-0.02014143,-0.08356003,-0.08635962,1,0.01,1000,0,0,0,1
-0.01531319,-0.08483948,-0.07773185,1,0.01,1000,0,0,0,1
-0.00661957,-0.09472469,-0.08650859,1,0.01,1000,0,0,0,1
-0.00633162,-0.08056679,-0.07778262,1,0.01,1000,0,0,0,1
0.00923027,-0.08689241,-0.07003104,1,0.01,1000,0,0,0,1
0.01463304,-0.08527665,-0.07819163,1,0.01,1000,0,0,0,1
0.02932198,-0.08041521,-0.07887093,1,0.01,1000,0,0,0,1
0.03896392,-0.08274059,-0.07665789,1,0.01,1000,0,0,0,1
0.03903099,-0.08664614,-0.06746591,1,0.01,1000,0,0,0,1
0.04792076,-0.08190908,-0.07234334,1,0.01,1000,0,0,0,1
-0.03317291,-0.08895746,-0.06186535,1,0.01,1000,0,0,0,1
-0.02834982,-0.09066333,-0.07051959,1,0.01,1000,0,0,0,1
-0.02170688,-0.09244172,-0.07773342,1,0.01,1000,0,0,0,1
-0.00884805,-0.08600941,-0.05428845,1,0.01,1000,0,0,0,1
0.01738951,-0.08491629,-0.06409156,1,0.01,1000,0,0,0,1
0.02271461,-0.08424841,-0.0724748,1,0.01,1000,0,0,0,1
0.03080906,-0.0810379,-0.06760216,1,0.01,1000,0,0,0,1
0.03632252,-0.07895108,-0.05954539,1,0.01,1000,0,0,0,1
0.04663882,-0.08273874,-0.06245679,1,0.01,1000,0,0,0,1
-0.04229152,-0.08495668,-0.06200172,1,0.01,1000,0,0,0,1
-0.02512664,-0.08268745,-0.0582932,1,0.01,1000,0,0,0,1
-0.02096193,-0.08402725,-0.06956993,1,0.01,1000,0,0,0,1
-0.01012284,-0.08522403,-0.06914863,1,0.01,1000,0,0,0,1
0.00886126,-0.08597949,-0.0590505,1,0.01,1000,0,0,0,1
0.02579903,-0.08281164,-0.05916762,1,0.01,1000,0,0,0,1
0.03391378,-0.08864742,-0.05914258,1,0.01,1000,0,0,0,1
0.03392268,-0.0886947,-0.04915014,1,0.01,1000,0,0,0,1
0.04183589,-0.08522612,-0.05409946,1,0.01,1000,0,0,0,1
-0.03790158,-0.08711546,-0.05328968,1,0.01,1000,0,0,0,1
-0.03201233,-0.08301024,-0.04638832,1,0.01,1000,0,0,0,1
-0.01774554,-0.08453454,-0.04965685,1,0.01,1000,0,0,0,1
-0.00887289,-0.09462764,-0.04931478,1,0.01,1000,0,0,0,1
0.00883254,-0.09461515,-0.05402909,1,0.01,1000,0,0,0,1
0.01742901,-0.08481437,-0.05409718,1,0.01,1000,0,0,0,1
0.02587322,-0.08278452,-0.04918893,1,0.01,1000,0,0,0,1
0.03382816,-0.08868665,-0.03919313,1,0.01,1000,0,0,0,1
0.04320183,-0.08452881,-0.04424105,1,0.01,1000,0,0,0,1
-0.04347779,-0.08444575,-0.03413001,1,0.01,1000,0,0,0,1
-0.03533673,-0.08816355,-0.0385492,1,0.01,1000,0,0,0,1
-0.03760465,-0.07809716,-0.02916956,1,0.01,1000,0,0,0,1
-0.02323244,-0.08214001,-0.04165058,1,0.01,1000,0,0,0,1
0.00890758,-0.08600148,-0.0490125,1,0.01,1000,0,0,0,1
0.01750976,-0.08474189,-0.04409634,1,0.01,1000,0,0,0,1
0.02683733,-0.08175303,-0.03597907,1,0.01,1000,0,0,0,1
0.03398573,-0.08866067,-0.0292132,1,0.01,1000,0,0,0,1
0.04175725,-0.08529138,-0.03439959,1,0.01,1000,0,0,0,1
-0.04371847,-0.0842876,-0.02416054,1,0.01,1000,0,0,0,1
-0.03411041,-0.07030258,-0.03434764,1,0.01,1000,0,0,0,1
-0.03559563,-0.08803968,-0.02859199,1,0.01,1000,0,0,0,1
-0.00965473,-0.09455368,-0.02941728,1,0.01,1000,0,0,0,1
0.00763736,-0.07838732,-0.02303463,1,0.01,1000,0,0,0,1
0.01753268,-0.08473652,-0.03411681,1,0.01,1000,0,0,0,1
0.02758597,-0.08174183,-0.02601938,1,0.01,1000,0,0,0,1
0.03409017,-0.08863825,-0.01924612,1,0.01,1000,0,0,0,1
0.04682563,-0.08261359,-0.02628351,1,0.01,1000,0,0,0,1
-0.05136766,-0.07991294,-0.01951756,1,0.01,1000,0,0,0,1
-0.03109513,-0.08967465,-0.01030922,1,0.01,1000,0,0,0,1
-0.02964095,-0.08109856,-0.02397247,1,0.01,1000,0,0,0,1
-0.02114465,-0.08367076,-0.01941757,1,0.01,1000,0,0,0,1
-0.01423104,-0.09381993,-0.00947729,1,0.01,1000,0,0,0,1
-0.01739664,-0.08803177,-0.0361133,1,0.01,1000,0,0,0,1
0.00933626,-0.09460995,-0.01367395,1,0.01,1000,0,0,0,1
0.01130085,-0.08545044,-0.01703185,1,0.01,1000,0,0,0,1
0.01323603,-0.0705843,-0.01402534,1,0.01,1000,0,0,0,1
0.02684811,-0.08185508,-0.00667648,1,0.01,1000,0,0,0,1
0.03412984,-0.08857113,-0.00925756,1,0.01,1000,0,0,0,1
0.04302187,-0.08469806,-0.01730783,1,0.01,1000,0,0,0,1
-0.03881344,-0.08661211,-0.00486519,1,0.01,1000,0,0,0,1
-0.03373039,-0.08874034,0.00368538,1,0.01,1000,0,0,0,2
-0.02839727,-0.08352624,-0.00290502,1,0.01,1000,0,0,0,1
-0.01903122,-0.08433907,0.00039202,1,0.01,1000,0,0,0,2
-0.01169965,-0.08211609,-0.00601557,1,0.01,1000,0,0,0,1
0.00203119,-0.08902025,-0.01741756,1,0.01,1000,0,0,0,1
0.00140678,-0.09295399,0.00240331,1,0.01,1000,0,0,0,2
0.01736509,-0.09096863,-0.00914394,1,0.01,1000,0,0,0,1
0.01342501,-0.07880165,-0.00837739,1,0.01,1000,0,0,0,1
0.01851454,-0.08432109,-0.0018092,1,0.01,1000,0,0,0,1
0.03374321,-0.08871591,0.00148103,1,0.01,1000,0,0,0,2
0.04159723,-0.08529706,-0.0035956,1,0.01,1000,0,0,0,1
-0.03809738,-0.08695953,0.01246985,1,0.01,1000,0,0,0,2
-0.02908116,-0.09044797,0.01499091,1,0.01,1000,0,0,0,2
-0.02575942,-0.08195388,0.00737809,1,0.01,1000,0,0,0,2
-0.01162385,-0.08553078,0.00790992,1,0.01,1000,0,0,0,2
-0.00877613,-0.08414894,0.0284826,1,0.01,1000,0,0,0,2
-0.00301525,-0.08642422,-0.00923571,1,0.01,1000,0,0,0,1
0.00094012,-0.09501137,0.02212805,1,0.01,1000,0,0,0,2
0.00835563,-0.08553742,0.01307505,1,0.01,1000,0,0,0,2
0.0130867,-0.07706114,0.00229553,1,0.01,1000,0,0,0,2
0.02696088,-0.09111455,0.00835992,1,0.01,1000,0,0,0,2
0.04172553,-0.08525436,0.00636576,1,0.01,1000,0,0,0,2
0.04966017,-0.0809131,0.00022537,1,0.01,1000,0,0,0,2
-0.03702521,-0.08752088,0.02233394,1,0.01,1000,0,0,0,2
-0.0281681,-0.09073057,0.02543833,1,0.01,1000,0,0,0,2
-0.02172387,-0.08388948,0.01627273,1,0.01,1000,0,0,0,2
-0.0122561,-0.08601055,0.01798502,1,0.01,1000,0,0,0,2
0.00454875,-0.07836569,0.00727023,1,0.01,1000,0,0,0,2
0.01804113,-0.08572063,0.01922158,1,0.01,1000,0,0,0,2
0.02589726,-0.08216253,0.01416066,1,0.01,1000,0,0,0,2
0.03515208,-0.08824966,0.01326001,1,0.01,1000,0,0,0,2
0.04393571,-0.08426675,0.01602174,1,0.01,1000,0,0,0,2
-0.03474655,-0.08838079,0.03257837,1,0.01,1000,0,0,0,2
-0.02681784,-0.0911272,0.03799619,1,0.01,1000,0,0,0,2
-0.01834461,-0.0844418,0.02574651,1,0.01,1000,0,0,0,2
-0.01742364,-0.08458814,0.03567832,1,0.01,1000,0,0,0,2
0.00886107,-0.08656548,0.02300625,1,0.01,1000,0,0,0,2
0.01746194,-0.0848139,0.02916732,1,0.01,1000,0,0,0,2
0.02592747,-0.08252559,0.02438484,1,0.01,1000,0,0,0,2
0.02843424,-0.09060335,0.03746554,1,0.01,1000,0,0,0,2
0.03352048,-0.08893325,0.0248736,1,0.01,1000,0,0,0,2
-0.03919406,-0.08642555,0.04131675,1,0.01,1000,0,0,0,2
-0.02879765,-0.09055858,0.04779763,1,0.01,1000,0,0,0,2
-0.01638194,-0.07928766,0.0516533,1,0.01,1000,0,0,0,2
-0.01739833,-0.09338114,0.04039537,1,0.01,1000,0,0,0,2
-0.00781862,-0.07764307,0.02098821,1,0.01,1000,0,0,0,2
0.01055096,-0.08614934,0.04459282,1,0.01,1000,0,0,0,2
0.01918804,-0.08498301,0.03970981,1,0.01,1000,0,0,0,2
0.02678683,-0.09115673,0.04727721,1,0.01,1000,0,0,0,2
0.03738434,-0.08734612,0.03448944,1,0.01,1000,0,0,0,2
-0.05069239,-0.08025314,0.05629215,1,0.01,1000,0,0,0,2
-0.03757094,-0.08719244,0.05115284,1,0.01,1000,0,0,0,2
-0.02218077,-0.07599195,0.05904486,1,0.01,1000,0,0,0,2
-0.00889769,-0.07460511,0.0563221,1,0.01,1000,0,0,0,2
0.00881431,-0.08596501,0.05440146,1,0.01,1000,0,0,0,2
0.01722332,-0.08286819,0.05856094,1,0.01,1000,0,0,0,2
0.02579351,-0.0914189,0.05942549,1,0.01,1000,0,0,0,2
0.03410066,-0.08859111,0.05474092,1,0.01,1000,0,0,0,2
0.03580839,-0.08804721,0.0443185,1,0.01,1000,0,0,0,2
-0.04905285,-0.08127602,0.06717113,1,0.01,1000,0,0,0,2
-0.03366139,-0.08875457,0.0601994,1,0.01,1000,0,0,0,2
-0.02839697,-0.09065735,0.06848273,1,0.01,1000,0,0,0,2
-0.01827635,-0.07273422,0.06763792,1,0.01,1000,0,0,0,2
0.00891354,-0.07737917,0.05948302,1,0.01,1000,0,0,0,2
0.01743576,-0.08349343,0.06843756,1,0.01,1000,0,0,0,2
0.02595207,-0.08229808,0.06342116,1,0.01,1000,0,0,0,2
0.0314678,-0.089619,0.06736996,1,0.01,1000,0,0,0,2
0.04253334,-0.08492211,0.050962,1,0.01,1000,0,0,0,2
-0.04285615,-0.0846935,0.07737424,1,0.01,1000,0,0,0,2
-0.0378778,-0.0870984,0.06906981,1,0.01,1000,0,0,0,2
-0.01809039,-0.08270014,0.06725252,1,0.01,1000,0,0,0,2
-0.01669588,-0.08443422,0.07854943,1,0.01,1000,0,0,0,2
0.00588522,-0.07779183,0.06908862,1,0.01,1000,0,0,0,2
0.02070469,-0.074118,0.0690439,1,0.01,1000,0,0,0,2
0.0278964,-0.08245052,0.073207,1,0.01,1000,0,0,0,2
0.03563456,-0.0880254,0.07738567,1,0.01,1000,0,0,0,2
0.04050375,-0.08583684,0.06887888,1,0.01,1000,0,0,0,2
-0.03312443,-0.088947,0.07765047,1,0.01,1000,0,0,0,2
-0.02540771,-0.08288406,0.0739711,1,0.01,1000,0,0,0,2
-0.02359503,-0.09193892,0.07772278,1,0.01,1000,0,0,0,2
-0.02026138,-0.08000671,0.08674902,1,0.01,1000,0,0,0,2
-0.01743772,-0.09333843,0.05035684,1,0.01,1000,0,0,0,2
-0.00888001,-0.07978322,0.06482285,1,0.01,1000,0,0,0,2
0.00938305,-0.08632905,0.07434709,1,0.01,1000,0,0,0,2
0.01223519,-0.0771235,0.07677864,1,0.01,1000,0,0,0,2
0.01938364,-0.08398004,0.07805781,1,0.01,1000,0,0,0,2
0.02435259,-0.08236185,0.0864804,1,0.01,1000,0,0,0,2
0.03530341,-0.07779265,0.07791209,1,0.01,1000,0,0,0,2
0.04470132,-0.08382776,0.07771352,1,0.01,1000,0,0,0,2
-0.03772899,-0.08715203,0.08634043,1,0.01,1000,0,0,0,2
-0.03312818,-0.08898095,0.09501128,1,0.01,1000,0,0,0,2
-0.02641514,-0.08164421,0.09501481,1,0.01,1000,0,0,0,2
-0.01694359,-0.08449943,0.09502609,1,0.01,1000,0,0,0,2
-0.01124622,-0.08496842,0.08687653,1,0.01,1000,0,0,0,2
-0.00360188,-0.0878922,0.08118156,1,0.01,1000,0,0,0,2
-0.00801085,-0.08020636,0.09502734,1,0.01,1000,0,0,0,2
0.00972704,-0.08279418,0.09501876,1,0.01,1000,0,0,0,2
0.0146049,-0.08499632,0.08660078,1,0.01,1000,0,0,0,2
0.01960526,-0.08420502,0.09506642,1,0.01,1000,0,0,0,2
0.04024735,-0.08595323,0.08639519,1,0.01,1000,0,0,0,2
0.04482587,-0.08377613,0.09500975,1,0.01,1000,0,0,0,2
-0.05231059,-0.07927235,-0.09502845,1,0.01,1000,0,0,0,1
-0.03880906,-0.07751548,-0.08639595,1,0.01,1000,0,0,0,1
-0.02980879,-0.08157293,-0.08496011,1,0.01,1000,0,0,0,1
-0.03466211,-0.08036015,-0.0950095,1,0.01,1000,0,0,0,1
-0.02483908,-0.08192416,-0.09501032,1,0.01,1000,0,0,0,1
-0.01528546,-0.08471357,-0.09501137,1,0.01,1000,0,0,0,1
-0.01037056,-0.08548042,-0.08635975,1,0.01,1000,0,0,0,1
0.00523178,-0.08198991,-0.07881468,1,0.01,1000,0,0,0,1
0.02282529,-0.07483403,-0.08516215,1,0.01,1000,0,0,0,1
0.01899815,-0.07546015,-0.09500163,1,0.01,1000,0,0,0,1
0.02889728,-0.07453872,-0.09500211,1,0.01,1000,0,0,0,1
0.03817487,-0.07098775,-0.09500626,1,0.01,1000,0,0,0,1
0.04066775,-0.07297556,-0.07779368,1,0.01,1000,0,0,0,1
0.04916236,-0.08121844,-0.09213392,1,0.01,1000,0,0,0,1
-0.0542328,-0.07794808,-0.0752567,1,0.01,1000,0,0,0,1
-0.04805496,-0.08185937,-0.08643284,1,0.01,1000,0,0,0,1
-0.03832587,-0.07735036,-0.07218784,1,0.01,1000,0,0,0,1
-0.02632887,-0.0724979,-0.08721703,1,0.01,1000,0,0,0,1
-0.01375348,-0.07654495,-0.07245535,1,0.01,1000,0,0,0,1
-0.00889084,-0.07871389,-0.06131998,1,0.01,1000,0,0,0,1
-0.00429804,-0.07530905,-0.06949691,1,0.01,1000,0,0,0,1
0.00515472,-0.0743338,-0.072478,1,0.01,1000,0,0,0,1
0.01422579,-0.07834321,-0.07083169,1,0.01,1000,0,0,0,1
0.02225759,-0.07437429,-0.07520075,1,0.01,1000,0,0,0,1
0.03185443,-0.0727322,-0.07301491,1,0.01,1000,0,0,0,1
0.03243931,-0.07244336,-0.08396906,1,0.01,1000,0,0,0,1
0.04815282,-0.07198239,-0.07101988,1,0.01,1000,0,0,0,1
0.05602161,-0.0765828,-0.07584307,1,0.01,1000,0,0,0,1
-0.04662192,-0.08272725,-0.070892,1,0.01,1000,0,0,0,1
-0.03768125,-0.08717456,-0.07057187,1,0.01,1000,0,0,0,1
-0.02939053,-0.08137336,-0.07415512,1,0.01,1000,0,0,0,1
-0.02162007,-0.07716051,-0.07882054,1,0.01,1000,0,0,0,1
-0.0114804,-0.06950014,-0.06574662,1,0.01,1000,0,0,0,1
0.00909091,-0.07417257,-0.06335289,1,0.01,1000,0,0,0,1
0.0251192,-0.07320291,-0.06530904,1,0.01,1000,0,0,0,1
0.02856497,-0.07380752,-0.0559472,1,0.01,1000,0,0,0,1
0.03981652,-0.07683787,-0.06863376,1,0.01,1000,0,0,0,1
0.04518496,-0.07300846,-0.06100013,1,0.01,1000,0,0,0,1
0.05450125,-0.0778345,-0.06604395,1,0.01,1000,0,0,0,1
-0.05906358,-0.0743313,-0.06267936,1,0.01,1000,0,0,0,1
-0.05098573,-0.08013272,-0.06240014,1,0.01,1000,0,0,0,1
-0.0320693,-0.07948294,-0.06472158,1,0.01,1000,0,0,0,1
-0.02004535,-0.07527529,-0.06485781,1,0.01,1000,0,0,0,1
-0.01665344,-0.07632232,-0.05553327,1,0.01,1000,0,0,0,1
0.00891448,-0.08601673,-0.03901422,1,0.01,1000,0,0,0,1
0.00891138,-0.07736303,-0.05395208,1,0.01,1000,0,0,0,1
0.01789745,-0.07624423,-0.0591646,1,0.01,1000,0,0,0,1
0.03501544,-0.07881295,-0.04965658,1,0.01,1000,0,0,0,1
0.04439541,-0.07595191,-0.0514761,1,0.01,1000,0,0,0,1
0.05292791,-0.07890129,-0.05574226,1,0.01,1000,0,0,0,1
-0.05768779,-0.0753563,-0.04447263,1,0.01,1000,0,0,0,1
-0.04680359,-0.08257158,-0.05341338,1,0.01,1000,0,0,0,1
-0.02753753,-0.07290663,-0.05874636,1,0.01,1000,0,0,0,1
-0.0170409,-0.07485572,-0.04436641,1,0.01,1000,0,0,0,1
-0.00891602,-0.09459384,-0.03934124,1,0.01,1000,0,0,0,1
0.00033649,-0.08169944,-0.02900585,1,0.01,1000,0,0,0,1
0.01769603,-0.07615888,-0.04919357,1,0.01,1000,0,0,0,1
0.03455582,-0.0696224,-0.04585485,1,0.01,1000,0,0,0,1
0.04438928,-0.07454738,-0.04144124,1,0.01,1000,0,0,0,1
0.05176508,-0.07963216,-0.04585472,1,0.01,1000,0,0,0,1
0.05964647,-0.07394048,-0.04811089,1,0.01,1000,0,0,0,1
-0.0502728,-0.08049754,-0.04025431,1,0.01,1000,0,0,0,1
-0.04332276,-0.07516612,-0.04654527,1,0.01,1000,0,0,0,1
-0.04250506,-0.08492858,-0.04470986,1,0.01,1000,0,0,0,1
-0.02949533,-0.08133124,-0.03394882,1,0.01,1000,0,0,0,1
-0.00880313,-0.0773497,-0.03941968,1,0.01,1000,0,0,0,1
0.00381074,-0.07962277,-0.01392676,1,0.01,1000,0,0,0,1
0.0096564,-0.07753383,-0.03379721,1,0.01,1000,0,0,0,1
