#version = 1
x,y,z,rel_d,rel_sa,w,e,s,n,t,b,w_na,e_na,s_na,n_na,t_na,b_na,pid
0.1870879433330162,-0.20943707374629908,-0.03648768963236241,0.16603389428172757,4.08507600e-02,10,-1,-1,30,15,13,2.69067530e-02,0.00000000e+00,0.00000000e+00,1.59044452e-02,1.28089779e-02,1.84157415e-02,1
0.1752342754529389,-0.19135627306172331,0.10524687246199754,0.13833163218783634,2.89507584e-02,11,-1,-1,31,16,14,2.07461133e-02,0.00000000e+00,0.00000000e+00,1.21869383e-02,6.06500288e-03,1.28089779e-02,1
0.16714240529149882,-0.16584927232328447,0.23326045177798588,0.09532953315943446,1.65952826e-02,12,-1,-1,32,-1,15,9.92544792e-03,0.00000000e+00,0.00000000e+00,6.66756524e-03,0.00000000e+00,6.06500288e-03,1
-0.24266448655271416,-0.01587369754764287,-0.14150944961295045,0.16080866366696872,4.24179983e-02,-1,21,1,33,18,-1,0.00000000e+00,1.85250599e-02,8.94056789e-03,1.04290417e-02,3.12367158e-02,0.00000000e+00,1
-0.24398965100331035,-0.021914100911251976,-0.03628316114769284,0.19955970230074532,3.69079226e-02,-1,22,2,34,19,17,0.00000000e+00,3.12601595e-02,1.81748417e-02,1.35573122e-02,2.33413615e-02,3.12367158e-02,1
-0.2219128034990494,-0.037702062795304546,0.10028271249766073,0.1614237961613852,3.94256721e-02,-1,23,3,-1,20,18,0.00000000e+00,2.87776584e-02,1.42658929e-02,0.00000000e+00,6.49513871e-03,2.33413615e-02,1
-0.19903302047813326,-0.08449279093166583,0.22115401257756725,0.07941424789446302,1.22267984e-02,-1,24,4,-1,-1,19,0.00000000e+00,8.18915625e-03,5.52075487e-03,0.00000000e+00,0.00000000e+00,6.49513871e-03,1
-0.09483252352717876,-0.01888466091918927,-0.15424562106985543,0.18487136176069302,3.41666389e-02,17,25,5,35,22,-1,1.85250599e-02,2.31624332e-02,1.56181954e-02,1.54102982e-02,3.38486537e-02,0.00000000e+00,1
-0.09811198861411731,-0.0186208881517656,-0.031688097453721,0.21166689608414277,0.00000000e+00,18,26,6,36,23,21,2.33014164e-02,2.33014164e-02,3.12601595e-02,3.12601595e-02,3.38486541e-02,3.38486541e-02,1
-0.09661874087246278,-0.0208168431026909,0.11355785380867874,0.21063239063440936,5.13911856e-03,19,27,7,37,24,22,2.87776584e-02,3.12601563e-02,2.33014131e-02,2.00046987e-02,3.08173259e-02,3.38486537e-02,1
-0.08220342902376196,-0.034322870980787006,0.2491646339252621,0.18327893308776996,5.26531621e-02,20,28,8,-1,-1,23,8.18915625e-03,2.97262971e-02,2.12076932e-02,0.00000000e+00,0.00000000e+00,3.08173259e-02,1
0.06390674232911239,-0.018928326702038888,-0.16570128551393667,0.1982740900690931,3.42269814e-02,21,29,9,38,26,-1,2.31624332e-02,2.82249159e-02,1.93047712e-02,1.89878014e-02,3.38486537e-02,0.00000000e+00,1
0.06073034415250804,-0.0186208881517656,-0.031688097453721,0.21166689608414277,0.00000000e+00,22,30,10,39,27,25,2.33014164e-02,2.33014164e-02,3.12601595e-02,3.12601595e-02,3.38486541e-02,3.38486541e-02,1
0.06073034415250804,-0.0186208881517656,0.11500714337393782,0.21166688889321075,0.00000000e+00,23,31,11,40,28,26,2.33014164e-02,2.33014164e-02,3.12601595e-02,3.12601595e-02,3.38486541e-02,3.38486541e-02,1
0.056932439115972115,-0.0190643427098222,0.25230994366035026,0.20261625625514487,3.53481313e-02,24,32,12,41,-1,27,2.97262971e-02,2.34635189e-02,1.96208832e-02,1.93719898e-02,0.00000000e+00,3.38486537e-02,1
0.20818724302594163,-0.012494954003120529,-0.1726994638690446,0.19675442540712318,5.72353537e-02,25,-1,13,42,30,-1,2.82249159e-02,0.00000000e+00,1.54794124e-02,2.13322996e-02,2.94986457e-02,0.00000000e+00,1
0.20232298749191255,-0.01529296279704944,-0.03653307281192259,0.19381223260921876,3.42557378e-02,26,-1,14,43,31,29,3.12601595e-02,0.00000000e+00,1.59044452e-02,1.82089216e-02,2.17942296e-02,2.94986457e-02,1
0.18940994985748252,-0.015361185404817759,0.11411896446060447,0.18039653710223774,3.37570706e-02,27,-1,15,44,32,30,3.12601563e-02,0.00000000e+00,1.21869383e-02,1.27736569e-02,2.06455697e-02,2.17942296e-02,1
0.18567961140474598,-0.014442245990019838,0.23746608798502952,0.1567313486419329,4.09414257e-02,28,-1,16,45,-1,31,2.34635189e-02,0.00000000e+00,6.66756524e-03,8.72119649e-03,0.00000000e+00,2.06455697e-02,1
-0.22065479198476093,0.16665082365852021,-0.1431794470231562,0.12933094820069707,3.33736643e-02,-1,35,17,-1,34,-1,0.00000000e+00,1.79624522e-02,1.04290417e-02,0.00000000e+00,1.41491099e-02,0.00000000e+00,1
-0.21330598932075584,0.15150690880461842,-0.05696872457950225,0.12397615731966133,2.99322182e-02,-1,36,18,-1,-1,33,0.00000000e+00,1.99054549e-02,1.35573122e-02,0.00000000e+00,0.00000000e+00,1.41491099e-02,1
-0.09460894015401632,0.19408369583918755,-0.15338856059588915,0.18378811799057143,3.42096580e-02,33,38,21,46,36,-1,1.79624522e-02,2.28630716e-02,1.54102982e-02,1.50696563e-02,3.38486537e-02,0.00000000e+00,1
-0.09243906784241634,0.18862994019538884,-0.0373173668710353,0.20443421955578153,1.83847860e-02,34,39,22,47,37,35,1.99054549e-02,3.12601595e-02,2.33014154e-02,1.68153161e-02,2.11153318e-02,3.38486537e-02,1
-0.06806689902367558,0.15755507997917273,0.09596698168947793,0.14730571506407722,4.17216924e-02,-1,40,23,-1,-1,36,0.00000000e+00,2.53851926e-02,2.00046987e-02,0.00000000e+00,0.00000000e+00,2.11153318e-02,1
0.06361941170993421,0.19377608062334817,-0.16432533219405845,0.19684794988483872,3.42079101e-02,35,42,25,48,39,-1,2.28630716e-02,2.74685683e-02,1.89878014e-02,1.83245139e-02,3.38486537e-02,0.00000000e+00,1
0.05969831330946777,0.19328238396845376,-0.03229430038864636,0.2110944119074755,4.53391686e-03,36,43,26,49,40,38,3.12601595e-02,2.76860085e-02,2.33014154e-02,2.12886410e-02,3.28833499e-02,3.38486537e-02,1
0.05850761993445279,0.18568736304282224,0.1110403208948494,0.20483259908007687,2.65243541e-02,37,44,27,50,41,39,2.53851926e-02,1.57996025e-02,2.33014131e-02,1.28148746e-02,2.52357024e-02,3.28833499e-02,1
0.06297926953710178,0.15622397042871747,0.23816690884113562,0.16079873991580446,5.29276643e-02,-1,45,28,-1,-1,40,0.00000000e+00,8.89997011e-03,1.93719898e-02,5.87894678e-05,0.00000000e+00,2.52357024e-02,1
0.20808803658953376,0.17987898987002238,-0.17242711659039472,0.19084075061524636,7.02368030e-02,38,-1,29,-1,43,-1,2.74685683e-02,0.00000000e+00,2.13322996e-02,0.00000000e+00,2.57636524e-02,0.00000000e+00,1
0.1901931674484714,0.1676382167006593,-0.04899625191510085,0.15586614741907803,4.22458204e-02,39,-1,30,-1,44,42,2.76860085e-02,0.00000000e+00,1.82089216e-02,0.00000000e+00,5.77260495e-03,2.57636524e-02,1
0.16865884795559843,0.12650358941806034,0.10826915299829809,0.10321518019944584,2.11448560e-02,40,-1,31,-1,45,43,1.57996025e-02,0.00000000e+00,1.27736569e-02,0.00000000e+00,3.21820670e-03,5.77260495e-03,1
0.17134147161117713,0.11819943515725244,0.23408934053015745,0.08854818856461115,1.54739854e-02,41,-1,32,-1,-1,44,8.89997011e-03,0.00000000e+00,8.72119649e-03,0.00000000e+00,0.00000000e+00,3.21820670e-03,1
-0.08522208252228188,0.38292323181540316,-0.14766767492912405,0.1616713125930594,4.74998413e-02,-1,48,35,-1,47,-1,0.00000000e+00,1.90586253e-02,1.50696563e-02,0.00000000e+00,2.64467615e-02,0.00000000e+00,1
-0.0740786443327202,0.3823035680157408,-0.05472494724543281,0.16185756047016114,4.58128999e-02,-1,49,36,-1,-1,46,0.00000000e+00,2.54884317e-02,1.68153161e-02,0.00000000e+00,0.00000000e+00,2.64467615e-02,1
0.044098330371990783,0.37577136666561806,-0.15830021836760563,0.16149709859007932,5.03170975e-02,46,-1,38,-1,49,-1,1.90586253e-02,0.00000000e+00,1.83245139e-02,0.00000000e+00,1.84080977e-02,0.00000000e+00,1
0.033473145584992335,0.370634907949225,-0.039971966099232335,0.15872440155558895,3.96802683e-02,47,-1,39,-1,50,48,2.54884317e-02,0.00000000e+00,2.12886410e-02,0.00000000e+00,9.99393932e-03,1.84080977e-02,1
0.04051402516352351,0.3316003805617003,0.08265252063921152,0.0978813465069959,2.50201333e-02,-1,-1,40,-1,-1,49,0.00000000e+00,0.00000000e+00,1.28148746e-02,0.00000000e+00,3.86038922e-05,9.99393932e-03,1
