X,Y,Z,phase_id,diameter,density,U,V,W
0.01154,0.1137,0.01171,1,0.005,1000,0,0,0
-0.01172,0.1127,0.01925,1,0.005,1000,0,0,0
-0.01172,0.1127,-0.01926,1,0.005,1000,0,0,0
0.01969,0.1131,0.007106,1,0.005,1000,0,0,0
0.01969,0.1131,-0.007106,1,0.005,1000,0,0,0
-0.006975,0.1131,0.01961,1,0.005,1000,0,0,0
-0.006976,0.1131,-0.01962,1,0.005,1000,0,0,0
0.01946,0.1128,0.01184,1,0.005,1000,0,0,0
0.01946,0.1128,-0.01184,1,0.005,1000,0,0,0
-0.01952,0.1132,-0.00712,1,0.005,1000,0,0,0
-0.01953,0.1132,0.007122,1,0.005,1000,0,0,0
0.00726,0.1131,-0.01963,1,0.005,1000,0,0,0
0.007261,0.1131,0.01963,1,0.005,1000,0,0,0
0.01662,0.1131,0.01988,1,0.005,1000,0,0,0
0.01662,0.1131,-0.01988,1,0.005,1000,0,0,0
0.02005,0.1131,0.01655,1,0.005,1000,0,0,0
0.02005,0.1131,-0.01655,1,0.005,1000,0,0,0
-0.01978,0.1132,0.01651,1,0.005,1000,0,0,0
-0.01979,0.1132,-0.01651,1,0.005,1000,0,0,0
-0.01644,0.1132,-0.01996,1,0.005,1000,0,0,0
-0.01644,0.1132,0.01996,1,0.005,1000,0,0,0
0.002468,0.1157,0.01588,1,0.005,1000,0,0,0
0.002467,0.1157,-0.01588,1,0.005,1000,0,0,0
0.01591,0.1158,-0.002348,1,0.005,1000,0,0,0
0.01591,0.1158,0.002348,1,0.005,1000,0,0,0
-0.002242,0.1158,-0.0159,1,0.005,1000,0,0,0
-0.002241,0.1158,0.0159,1,0.005,1000,0,0,0
-0.01585,0.1158,0.002363,1,0.005,1000,0,0,0
-0.01585,0.1158,-0.002361,1,0.005,1000,0,0,0
-0.006938,0.1157,0.01571,1,0.005,1000,0,0,0
-0.006939,0.1157,-0.01571,1,0.005,1000,0,0,0
-0.01563,0.1158,0.007074,1,0.005,1000,0,0,0
-0.01563,0.1158,-0.007073,1,0.005,1000,0,0,0
0.01584,0.1158,-0.007021,1,0.005,1000,0,0,0
0.01584,0.1158,0.007021,1,0.005,1000,0,0,0
0.007156,0.1158,-0.01575,1,0.005,1000,0,0,0
0.007157,0.1158,0.01575,1,0.005,1000,0,0,0
0.01589,0.1159,-0.0117,1,0.005,1000,0,0,0
0.01589,0.1159,0.0117,1,0.005,1000,0,0,0
-0.01165,0.116,0.01581,1,0.005,1000,0,0,0
-0.01165,0.116,-0.01581,1,0.005,1000,0,0,0
-0.01586,0.1161,-0.01179,1,0.005,1000,0,0,0
-0.01586,0.1161,0.01179,1,0.005,1000,0,0,0
0.01184,0.116,-0.01598,1,0.005,1000,0,0,0
0.01185,0.116,0.01598,1,0.005,1000,0,0,0
0.01652,0.1161,0.01635,1,0.005,1000,0,0,0
0.01652,0.1161,-0.01635,1,0.005,1000,0,0,0
-0.01631,0.1163,0.01647,1,0.005,1000,0,0,0
-0.01631,0.1163,-0.01647,1,0.005,1000,0,0,0
0.00245,0.1186,-0.002409,1,0.005,1000,0,0,0
0.00245,0.1186,0.00241,1,0.005,1000,0,0,0
-0.002366,0.1186,-0.002412,1,0.005,1000,0,0,0
-0.002366,0.1186,0.002413,1,0.005,1000,0,0,0
-0.007131,0.1185,0.002419,1,0.005,1000,0,0,0
-0.007131,0.1185,-0.002419,1,0.005,1000,0,0,0
0.002477,0.1185,0.007202,1,0.005,1000,0,0,0
0.002477,0.1185,-0.007201,1,0.005,1000,0,0,0
-0.002358,0.1185,-0.007205,1,0.005,1000,0,0,0
-0.002358,0.1185,0.007205,1,0.005,1000,0,0,0
0.007272,0.1185,0.00242,1,0.005,1000,0,0,0
0.007272,0.1185,-0.002419,1,0.005,1000,0,0,0
-0.007132,0.1184,-0.00721,1,0.005,1000,0,0,0
-0.007132,0.1184,0.007211,1,0.005,1000,0,0,0
0.007297,0.1184,-0.007215,1,0.005,1000,0,0,0
0.007296,0.1184,0.007216,1,0.005,1000,0,0,0
-0.02087,0.1152,0.02089,1,0.005,1000,0,0,0
-0.02087,0.1152,-0.02089,1,0.005,1000,0,0,0
0.02096,0.1152,0.02095,1,0.005,1000,0,0,0
0.02096,0.1152,-0.02095,1,0.005,1000,0,0,0
-0.01185,0.1184,0.002423,1,0.005,1000,0,0,0
-0.01185,0.1184,-0.002423,1,0.005,1000,0,0,0
0.002486,0.1184,-0.01193,1,0.005,1000,0,0,0
0.002486,0.1184,0.01193,1,0.005,1000,0,0,0
-0.002367,0.1185,-0.01194,1,0.005,1000,0,0,0
-0.002367,0.1185,0.01194,1,0.005,1000,0,0,0
0.01203,0.1186,-0.002431,1,0.005,1000,0,0,0
0.01203,0.1186,0.002432,1,0.005,1000,0,0,0
-0.007226,0.1185,-0.01192,1,0.005,1000,0,0,0
-0.007226,0.1185,0.01192,1,0.005,1000,0,0,0
-0.01183,0.1185,-0.007276,1,0.005,1000,0,0,0
-0.01183,0.1185,0.007277,1,0.005,1000,0,0,0
0.007349,0.1185,-0.01194,1,0.005,1000,0,0,0
0.007348,0.1185,0.01194,1,0.005,1000,0,0,0
0.01204,0.1185,-0.007294,1,0.005,1000,0,0,0
0.01204,0.1185,0.007294,1,0.005,1000,0,0,0
0.02048,0.1177,0.002392,1,0.005,1000,0,0,0
0.02048,0.1177,-0.002392,1,0.005,1000,0,0,0
-0.002539,0.1178,0.02039,1,0.005,1000,0,0,0
-0.002537,0.1178,-0.02039,1,0.005,1000,0,0,0
0.002252,0.1178,-0.02035,1,0.005,1000,0,0,0
0.00225,0.1178,0.02035,1,0.005,1000,0,0,0
0.01183,0.1172,-0.02085,1,0.005,1000,0,0,0
0.01183,0.1172,0.02085,1,0.005,1000,0,0,0
-0.0203,0.1179,-0.002401,1,0.005,1000,0,0,0
-0.0203,0.1179,0.002393,1,0.005,1000,0,0,0
-0.02072,0.1173,-0.01193,1,0.005,1000,0,0,0
-0.02071,0.1173,0.01193,1,0.005,1000,0,0,0
0.02047,0.1179,0.007195,1,0.005,1000,0,0,0
0.02046,0.1179,-0.007195,1,0.005,1000,0,0,0
-0.007324,0.1179,0.02031,1,0.005,1000,0,0,0
-0.007323,0.118,-0.02031,1,0.005,1000,0,0,0
0.007075,0.118,-0.02037,1,0.005,1000,0,0,0
0.007074,0.118,0.02037,1,0.005,1000,0,0,0
-0.01207,0.1175,0.02059,1,0.005,1000,0,0,0
-0.01206,0.1175,-0.02058,1,0.005,1000,0,0,0
-0.02022,0.118,-0.007204,1,0.005,1000,0,0,0
-0.02022,0.118,0.007197,1,0.005,1000,0,0,0
0.02064,0.1176,0.01199,1,0.005,1000,0,0,0
0.02064,0.1176,-0.01199,1,0.005,1000,0,0,0
-0.01203,0.119,-0.01207,1,0.005,1000,0,0,0
-0.01202,0.119,0.01207,1,0.005,1000,0,0,0
0.01215,0.119,0.01211,1,0.005,1000,0,0,0
0.01215,0.119,-0.01211,1,0.005,1000,0,0,0
0.01665,0.1178,0.02103,1,0.005,1000,0,0,0
0.01664,0.1178,-0.02103,1,0.005,1000,0,0,0
0.02116,0.1178,0.01679,1,0.005,1000,0,0,0
0.02116,0.1178,-0.01679,1,0.005,1000,0,0,0
-0.021,0.1179,0.01672,1,0.005,1000,0,0,0
-0.021,0.1179,-0.01672,1,0.005,1000,0,0,0
-0.01681,0.1179,-0.02112,1,0.005,1000,0,0,0
-0.01681,0.1179,0.02113,1,0.005,1000,0,0,0
0.01647,0.1206,-0.002401,1,0.005,1000,0,0,0
0.01647,0.1206,0.002405,1,0.005,1000,0,0,0
0.002466,0.1206,0.01628,1,0.005,1000,0,0,0
0.002466,0.1206,-0.01628,1,0.005,1000,0,0,0
-0.002329,0.1206,-0.0163,1,0.005,1000,0,0,0
-0.002329,0.1206,0.0163,1,0.005,1000,0,0,0
-0.01616,0.1207,0.002386,1,0.005,1000,0,0,0
-0.01616,0.1207,-0.002386,1,0.005,1000,0,0,0
0.01645,0.1207,-0.007215,1,0.005,1000,0,0,0
0.01645,0.1207,0.007218,1,0.005,1000,0,0,0
-0.007132,0.1207,0.01629,1,0.005,1000,0,0,0
-0.007131,0.1207,-0.01628,1,0.005,1000,0,0,0
0.007242,0.1207,-0.01632,1,0.005,1000,0,0,0
0.007242,0.1207,0.01632,1,0.005,1000,0,0,0
-0.01617,0.1208,-0.007147,1,0.005,1000,0,0,0
-0.01617,0.1208,0.007146,1,0.005,1000,0,0,0
0.01672,0.1206,-0.01203,1,0.005,1000,0,0,0
0.01672,0.1206,0.01203,1,0.005,1000,0,0,0
-0.01193,0.1207,0.0166,1,0.005,1000,0,0,0
-0.01193,0.1207,-0.01659,1,0.005,1000,0,0,0
0.01201,0.1208,-0.01665,1,0.005,1000,0,0,0
0.01201,0.1208,0.01665,1,0.005,1000,0,0,0
0.02483,0.12,0.002783,1,0.005,1000,0,0,0
0.02483,0.12,-0.002783,1,0.005,1000,0,0,0
-0.01652,0.1208,-0.0119,1,0.005,1000,0,0,0
-0.01652,0.1208,0.0119,1,0.005,1000,0,0,0
0.002804,0.12,-0.02472,1,0.005,1000,0,0,0
0.002805,0.12,0.02472,1,0.005,1000,0,0,0
-0.002785,0.12,0.02476,1,0.005,1000,0,0,0
-0.002784,0.12,-0.02476,1,0.005,1000,0,0,0
-0.02466,0.1201,0.00285,1,0.005,1000,0,0,0
-0.02466,0.1201,-0.002852,1,0.005,1000,0,0,0
0.02486,0.12,0.007759,1,0.005,1000,0,0,0
0.02486,0.12,-0.007759,1,0.005,1000,0,0,0
-0.00776,0.1201,-0.02475,1,0.005,1000,0,0,0
-0.007762,0.1201,0.02475,1,0.005,1000,0,0,0
0.00778,0.1201,-0.02476,1,0.005,1000,0,0,0
0.00778,0.1201,0.02476,1,0.005,1000,0,0,0
-0.02464,0.1202,-0.007831,1,0.005,1000,0,0,0
-0.02464,0.1202,0.007829,1,0.005,1000,0,0,0
0.01679,0.1207,0.01684,1,0.005,1000,0,0,0
0.01679,0.1207,-0.01684,1,0.005,1000,0,0,0
-0.01674,0.1208,0.01668,1,0.005,1000,0,0,0
-0.01674,0.1208,-0.01668,1,0.005,1000,0,0,0
0.02489,0.12,-0.0127,1,0.005,1000,0,0,0
0.02489,0.12,0.0127,1,0.005,1000,0,0,0
0.01274,0.1201,-0.02479,1,0.005,1000,0,0,0
0.01274,0.1201,0.02479,1,0.005,1000,0,0,0
-0.01272,0.1201,0.02478,1,0.005,1000,0,0,0
-0.01271,0.1201,-0.02479,1,0.005,1000,0,0,0
-0.02468,0.1201,-0.0128,1,0.005,1000,0,0,0
-0.02468,0.1201,0.01279,1,0.005,1000,0,0,0
0.021,0.12,0.02117,1,0.005,1000,0,0,0
0.021,0.12,-0.02116,1,0.005,1000,0,0,0
-0.02122,0.12,0.02112,1,0.005,1000,0,0,0
-0.02122,0.12,-0.02112,1,0.005,1000,0,0,0
-0.00232,0.124,-0.002415,1,0.005,1000,0,0,0
-0.00232,0.124,0.002415,1,0.005,1000,0,0,0
0.002512,0.124,-0.002417,1,0.005,1000,0,0,0
0.002512,0.124,0.002418,1,0.005,1000,0,0,0
0.01765,0.1203,0.02506,1,0.005,1000,0,0,0
0.01766,0.1203,-0.02506,1,0.005,1000,0,0,0
0.02523,0.1204,0.01758,1,0.005,1000,0,0,0
0.02523,0.1204,-0.01758,1,0.005,1000,0,0,0
-0.02501,0.1204,0.01771,1,0.005,1000,0,0,0
-0.02502,0.1204,-0.01771,1,0.005,1000,0,0,0
-0.007166,0.124,0.002431,1,0.005,1000,0,0,0
-0.007166,0.124,-0.002431,1,0.005,1000,0,0,0
0.002523,0.124,0.007258,1,0.005,1000,0,0,0
0.002524,0.124,-0.007257,1,0.005,1000,0,0,0
-0.002335,0.124,0.007254,1,0.005,1000,0,0,0
-0.002335,0.124,-0.007254,1,0.005,1000,0,0,0
0.007338,0.124,0.002424,1,0.005,1000,0,0,0
0.007339,0.124,-0.002425,1,0.005,1000,0,0,0
-0.0176,0.1205,-0.02517,1,0.005,1000,0,0,0
-0.0176,0.1205,0.02517,1,0.005,1000,0,0,0
0.02083,0.1227,0.002378,1,0.005,1000,0,0,0
0.02083,0.1227,-0.002376,1,0.005,1000,0,0,0
-0.007202,0.124,-0.00729,1,0.005,1000,0,0,0
-0.007202,0.124,0.00729,1,0.005,1000,0,0,0
0.007371,0.124,-0.007278,1,0.005,1000,0,0,0
0.007371,0.124,0.007278,1,0.005,1000,0,0,0
-0.002384,0.1227,0.02071,1,0.005,1000,0,0,0
-0.002384,0.1227,-0.02071,1,0.005,1000,0,0,0
-0.01203,0.1239,0.002425,1,0.005,1000,0,0,0
-0.01203,0.1239,-0.002426,1,0.005,1000,0,0,0
-0.002346,0.1239,0.01211,1,0.005,1000,0,0,0
-0.002346,0.1239,-0.01211,1,0.005,1000,0,0,0
0.002367,0.1227,-0.02071,1,0.005,1000,0,0,0
0.002367,0.1227,0.02071,1,0.005,1000,0,0,0
0.002507,0.1239,-0.01212,1,0.005,1000,0,0,0
0.002507,0.1239,0.01212,1,0.005,1000,0,0,0
0.01218,0.1239,0.002424,1,0.005,1000,0,0,0
0.01218,0.1239,-0.002424,1,0.005,1000,0,0,0
-0.0206,0.1228,-0.002371,1,0.005,1000,0,0,0
-0.0206,0.1228,0.002371,1,0.005,1000,0,0,0
-0.01208,0.1239,0.007284,1,0.005,1000,0,0,0
-0.01208,0.1239,-0.007284,1,0.005,1000,0,0,0
-0.007211,0.1239,0.01216,1,0.005,1000,0,0,0
-0.00721,0.1239,-0.01216,1,0.005,1000,0,0,0
0.02089,0.1228,0.007141,1,0.005,1000,0,0,0
0.02089,0.1228,-0.007139,1,0.005,1000,0,0,0
0.007356,0.1239,0.01215,1,0.005,1000,0,0,0
0.007356,0.1239,-0.01215,1,0.005,1000,0,0,0
0.01223,0.1239,-0.007279,1,0.005,1000,0,0,0
0.01223,0.1239,0.007278,1,0.005,1000,0,0,0
-0.007139,0.1228,0.02077,1,0.005,1000,0,0,0
-0.007139,0.1228,-0.02077,1,0.005,1000,0,0,0
0.007109,0.1229,-0.02079,1,0.005,1000,0,0,0
0.007109,0.1229,0.02079,1,0.005,1000,0,0,0
-0.02066,0.1229,-0.007111,1,0.005,1000,0,0,0
-0.02066,0.1229,0.007111,1,0.005,1000,0,0,0
0.02098,0.1227,-0.01193,1,0.005,1000,0,0,0
0.02098,0.1227,0.01193,1,0.005,1000,0,0,0
-0.01209,0.124,-0.01215,1,0.005,1000,0,0,0
-0.01209,0.124,0.01215,1,0.005,1000,0,0,0
0.01221,0.124,0.01215,1,0.005,1000,0,0,0
0.01221,0.124,-0.01215,1,0.005,1000,0,0,0
-0.01192,0.1228,0.02089,1,0.005,1000,0,0,0
-0.01192,0.1228,-0.02089,1,0.005,1000,0,0,0
0.01187,0.1229,-0.02093,1,0.005,1000,0,0,0
0.01187,0.1229,0.02093,1,0.005,1000,0,0,0
-0.02084,0.1229,0.01188,1,0.005,1000,0,0,0
-0.02084,0.1229,-0.01188,1,0.005,1000,0,0,0
0.02107,0.1227,0.01677,1,0.005,1000,0,0,0
0.02107,0.1227,-0.01677,1,0.005,1000,0,0,0
0.01671,0.1228,-0.02109,1,0.005,1000,0,0,0
0.01671,0.1228,0.02109,1,0.005,1000,0,0,0
-0.01675,0.1228,0.02099,1,0.005,1000,0,0,0
-0.01675,0.1228,-0.02099,1,0.005,1000,0,0,0
-0.02104,0.1229,0.0167,1,0.005,1000,0,0,0
-0.02104,0.1229,-0.01669,1,0.005,1000,0,0,0
0.02566,0.1212,0.0223,1,0.005,1000,0,0,0
0.02566,0.1212,-0.0223,1,0.005,1000,0,0,0
0.02231,0.1214,-0.02571,1,0.005,1000,0,0,0
0.0223,0.1214,0.02571,1,0.005,1000,0,0,0
-0.0223,0.1214,-0.02572,1,0.005,1000,0,0,0
-0.0223,0.1214,0.02572,1,0.005,1000,0,0,0
-0.02572,0.1216,0.02235,1,0.005,1000,0,0,0
-0.02572,0.1216,-0.02235,1,0.005,1000,0,0,0
0.01678,0.1254,0.002413,1,0.005,1000,0,0,0
0.01678,0.1254,-0.002413,1,0.005,1000,0,0,0
0.002505,0.1255,0.01668,1,0.005,1000,0,0,0
0.002505,0.1255,-0.01668,1,0.005,1000,0,0,0
-0.002328,0.1255,-0.01668,1,0.005,1000,0,0,0
-0.002328,0.1255,0.01668,1,0.005,1000,0,0,0
-0.01658,0.1256,-0.002418,1,0.005,1000,0,0,0
-0.01658,0.1256,0.002418,1,0.005,1000,0,0,0
0.01681,0.1256,-0.007236,1,0.005,1000,0,0,0
0.01681,0.1256,0.007235,1,0.005,1000,0,0,0
-0.007162,0.1256,0.01672,1,0.005,1000,0,0,0
-0.007162,0.1256,-0.01672,1,0.005,1000,0,0,0
0.007316,0.1256,-0.01671,1,0.005,1000,0,0,0
0.007316,0.1256,0.01671,1,0.005,1000,0,0,0
-0.01661,0.1257,-0.007237,1,0.005,1000,0,0,0
-0.01661,0.1257,0.007238,1,0.005,1000,0,0,0
0.01684,0.1254,-0.01208,1,0.005,1000,0,0,0
0.01684,0.1254,0.01208,1,0.005,1000,0,0,0
-0.01202,0.1256,0.01675,1,0.005,1000,0,0,0
-0.01202,0.1256,-0.01675,1,0.005,1000,0,0,0
0.01214,0.1256,-0.01675,1,0.005,1000,0,0,0
0.01214,0.1256,0.01675,1,0.005,1000,0,0,0
0.02527,0.1247,0.002343,1,0.005,1000,0,0,0
0.02527,0.1247,-0.002343,1,0.005,1000,0,0,0
0.002431,0.1248,0.0252,1,0.005,1000,0,0,0
0.002431,0.1248,-0.0252,1,0.005,1000,0,0,0
-0.01666,0.1257,-0.01207,1,0.005,1000,0,0,0
-0.01666,0.1257,0.01207,1,0.005,1000,0,0,0
-0.002263,0.1248,0.02515,1,0.005,1000,0,0,0
-0.002263,0.1248,-0.02515,1,0.005,1000,0,0,0
-0.02507,0.1249,0.00236,1,0.005,1000,0,0,0
-0.02507,0.1249,-0.002359,1,0.005,1000,0,0,0
0.02541,0.1248,0.007034,1,0.005,1000,0,0,0
0.02541,0.1248,-0.007034,1,0.005,1000,0,0,0
-0.006962,0.1248,0.02531,1,0.005,1000,0,0,0
-0.006961,0.1248,-0.02531,1,0.005,1000,0,0,0
0.007134,0.1249,-0.0253,1,0.005,1000,0,0,0
0.007134,0.1249,0.02531,1,0.005,1000,0,0,0
-0.02518,0.1249,-0.007083,1,0.005,1000,0,0,0
-0.02518,0.1249,0.007082,1,0.005,1000,0,0,0
0.01694,0.1255,0.01692,1,0.005,1000,0,0,0
0.01694,0.1255,-0.01692,1,0.005,1000,0,0,0
-0.01687,0.1256,0.01688,1,0.005,1000,0,0,0
-0.01686,0.1256,-0.01688,1,0.005,1000,0,0,0
0.02545,0.1247,-0.01176,1,0.005,1000,0,0,0
0.02545,0.1247,0.01176,1,0.005,1000,0,0,0
-0.01169,0.1248,0.02538,1,0.005,1000,0,0,0
-0.01169,0.1248,-0.02538,1,0.005,1000,0,0,0
0.01187,0.1248,-0.02547,1,0.005,1000,0,0,0
0.01187,0.1248,0.02547,1,0.005,1000,0,0,0
-0.02539,0.1248,-0.01183,1,0.005,1000,0,0,0
-0.02539,0.1248,0.01183,1,0.005,1000,0,0,0
0.02121,0.1247,0.02123,1,0.005,1000,0,0,0
0.02121,0.1247,-0.02123,1,0.005,1000,0,0,0
-0.02122,0.1247,0.02119,1,0.005,1000,0,0,0
-0.02122,0.1247,-0.02119,1,0.005,1000,0,0,0
0.02688,0.1228,-0.02675,1,0.005,1000,0,0,0
0.02687,0.1228,0.02675,1,0.005,1000,0,0,0
0.02538,0.125,0.01656,1,0.005,1000,0,0,0
0.02538,0.125,-0.01656,1,0.005,1000,0,0,0
0.01668,0.1249,0.02554,1,0.005,1000,0,0,0
0.01668,0.1249,-0.02554,1,0.005,1000,0,0,0
-0.01649,0.1251,0.02532,1,0.005,1000,0,0,0
-0.01649,0.1251,-0.02532,1,0.005,1000,0,0,0
-0.02554,0.125,0.01664,1,0.005,1000,0,0,0
-0.02554,0.125,-0.01664,1,0.005,1000,0,0,0
-0.02677,0.1231,-0.02691,1,0.005,1000,0,0,0
-0.02677,0.1231,0.02691,1,0.005,1000,0,0,0
0.02117,0.1275,0.002431,1,0.005,1000,0,0,0
0.02117,0.1275,-0.002429,1,0.005,1000,0,0,0
0.002409,0.1276,-0.0211,1,0.005,1000,0,0,0
0.002409,0.1276,0.0211,1,0.005,1000,0,0,0
-0.002447,0.1276,0.02108,1,0.005,1000,0,0,0
-0.002447,0.1276,-0.02108,1,0.005,1000,0,0,0
-0.02099,0.1277,0.00243,1,0.005,1000,0,0,0
-0.02099,0.1277,-0.00243,1,0.005,1000,0,0,0
0.02123,0.1276,0.007298,1,0.005,1000,0,0,0
0.02123,0.1276,-0.007297,1,0.005,1000,0,0,0
0.002469,0.1296,-0.002376,1,0.005,1000,0,0,0
0.002469,0.1296,0.002375,1,0.005,1000,0,0,0
